Date,CVaR Index (with Txn Cost)
2010-08-25,1.0049024641092248
2010-08-26,0.9988722584722073
2010-08-27,1.0072718731881969
2010-08-30,0.995620012897366
2010-08-31,0.9967979713235497
2010-09-01,1.0151694873135608
2010-09-02,1.0194557396467732
2010-09-03,1.0262568820452689
2010-09-07,1.0203298979491238
2010-09-08,1.0187392124526204
2010-09-09,1.0212008542867126
2010-09-10,1.0245014640987136
2010-09-13,1.0266838109073633
2010-09-14,1.031643016449533
2010-09-15,1.0335302045629853
2010-09-16,1.0322942222124587
2010-09-17,1.0368276359821627
2010-09-20,1.055120210581396
2010-09-21,1.0543553705906075
2010-09-22,1.0580129492897796
2010-09-23,1.0518540971513939
2010-09-24,1.0639639815884376
2010-09-27,1.065283570002642
2010-09-28,1.0681550454735356
2010-09-29,1.0665603032389583
2010-09-30,1.0619777017979193
2010-10-01,1.0605323424401945
2010-10-04,1.058390076934844
2010-10-05,1.0691763687595726
2010-10-06,1.0679011779047574
2010-10-07,1.065092205030548
2010-10-08,1.0657396781895583
2010-10-11,1.0683258819510102
2010-10-12,1.070338003636337
2010-10-13,1.0736197240032257
2010-10-14,1.0758732009587233
2010-10-15,1.0795754668675732
2010-10-18,1.0825800162588077
2010-10-19,1.0716226435421732
2010-10-20,1.0780239055389595
2010-10-21,1.0858788707105438
2010-10-22,1.084147420648392
2010-10-25,1.0836654649304955
2010-10-26,1.0889189687936507
2010-10-27,1.086026186092423
2010-10-28,1.087823774299295
2010-10-29,1.0915025084905183
2010-11-01,1.0899554009797339
2010-11-02,1.097235767243082
2010-11-03,1.101161510353819
2010-11-04,1.1193282780546343
2010-11-05,1.1164191420949914
2010-11-08,1.1133924463877054
2010-11-09,1.1110301900305495
2010-11-10,1.115468714842119
2010-11-11,1.11164355581058
2010-11-12,1.107136710654542
2010-11-15,1.1084498822226025
2010-11-16,1.0952177643185554
2010-11-17,1.0956406484157295
2010-11-18,1.1069243191821914
2010-11-19,1.1093545714863071
2010-11-22,1.1139510848446876
2010-11-23,1.1044250193580794
2010-11-24,1.1117996906446659
2010-11-26,1.106366186949893
2010-11-29,1.1021011925496285
2010-11-30,1.100721358954717
2010-12-01,1.115417536073957
2010-12-02,1.117653647417357
2010-12-03,1.1157786776773517
2010-12-06,1.1153351131548324
2010-12-07,1.1190121182019932
2010-12-08,1.1223190734314201
2010-12-09,1.1246570722294762
2010-12-10,1.1289965816686083
2010-12-13,1.127000521110722
2010-12-14,1.128955474084734
2010-12-15,1.1310432314695458
2010-12-16,1.1378023148099947
2010-12-17,1.1387574431386673
2010-12-20,1.1372660433699893
2010-12-21,1.1402717399627036
2010-12-22,1.1439126109234348
2010-12-23,1.1415520329914437
2010-12-27,1.1336866988262517
2010-12-28,1.137492537124655
2010-12-29,1.1385838484569653
2010-12-30,1.134660769636385
2010-12-31,1.1349643683921025
2011-01-03,1.1398571574867198
2011-01-04,1.1373494294245396
2011-01-05,1.1450907914960045
2011-01-06,1.1421697026077218
2011-01-07,1.1400233678337488
2011-01-10,1.139973689296053
2011-01-11,1.1423884510520623
2011-01-12,1.1491999605344116
2011-01-13,1.1515784899163253
2011-01-14,1.1606729042882251
2011-01-18,1.1604851971424115
2011-01-19,1.1509572034442277
2011-01-20,1.151106272139581
2011-01-21,1.1529494348790894
2011-01-24,1.1577407144668774
2011-01-25,1.1604432247528398
2011-01-26,1.1654987275119029
2011-01-27,1.173308293243614
2011-01-28,1.1560970893672342
2011-01-31,1.1574474462045905
2011-02-01,1.1684191353781255
2011-02-02,1.1627284027205365
2011-02-03,1.1686540214356407
2011-02-04,1.174068944831148
2011-02-07,1.17575356112479
2011-02-08,1.1899186811691391
2011-02-09,1.1903426985470797
2011-02-10,1.1937523699823884
2011-02-11,1.203295308976484
2011-02-14,1.2019603111286556
2011-02-15,1.2031777063919658
2011-02-16,1.2087996657206213
2011-02-17,1.2120410776138733
2011-02-18,1.2134679118776472
2011-02-22,1.1889934489697573
2011-02-23,1.1735948117555626
2011-02-24,1.1838021043320182
2011-02-25,1.19573624353758
2011-02-28,1.1968819393557684
2011-03-01,1.182794123301182
2011-03-02,1.182752386888548
2011-03-03,1.200409928418772
2011-03-04,1.1946497488433716
2011-03-07,1.1881892251830024
2011-03-08,1.19757279913102
2011-03-09,1.1963471760495255
2011-03-10,1.1833435552624196
2011-03-11,1.188089773855428
2011-03-14,1.1768045466607797
2011-03-15,1.1646140006027095
2011-03-16,1.1431743810303563
2011-03-17,1.15096862381972
2011-03-18,1.1577343362546457
2011-03-21,1.172468898237241
2011-03-22,1.168153403817144
2011-03-23,1.173891728069976
2011-03-24,1.1895820012047642
2011-03-25,1.189149626916396
2011-03-28,1.1853518697614596
2011-03-29,1.193906755025205
2011-03-30,1.205634706933993
2011-03-31,1.2093507708529314
2011-04-01,1.2142136476238172
2011-04-04,1.218112151110933
2011-04-05,1.2187694566032434
2011-04-06,1.2254997828754086
2011-04-07,1.2204660565105576
2011-04-08,1.2181482584231071
2011-04-11,1.2164568610091533
2011-04-12,1.2152429904807092
2011-04-13,1.219195729633575
2011-04-14,1.2242790567692794
2011-04-15,1.2315500873383323
2011-04-18,1.2194455522174814
2011-04-19,1.2253759889175375
2011-04-20,1.238264169422338
2011-04-21,1.236838598909539
2011-04-25,1.2345694316352336
2011-04-26,1.2405320663737458
2011-04-27,1.2506307535349461
2011-04-28,1.2556602069276082
2011-04-29,1.2557930945441482
2011-05-02,1.2603072780954678
2011-05-03,1.2629561105505516
2011-05-04,1.2603514623781382
2011-05-05,1.2511586176335796
2011-05-06,1.2558953303745741
2011-05-09,1.2626438271164009
2011-05-10,1.2699276853053014
2011-05-11,1.2678459117111496
2011-05-12,1.280960239433569
2011-05-13,1.2780499085410737
2011-05-16,1.2700178100405703
2011-05-17,1.27322203707693
2011-05-18,1.2789878535385182
2011-05-19,1.2843150129456236
2011-05-20,1.2805256127602918
2011-05-23,1.2704940257383492
2011-05-24,1.271936338628872
2011-05-25,1.27338255039748
2011-05-26,1.2782351171569137
2011-05-27,1.2817946575788381
2011-05-31,1.2962934947083347
2011-06-01,1.280525194543422
2011-06-02,1.2757067479872701
2011-06-03,1.2631778730778462
2011-06-06,1.2558862674099507
2011-06-07,1.2548280974698411
2011-06-08,1.2547569156947105
2011-06-09,1.2600706974709819
2011-06-10,1.2460224461634253
2011-06-13,1.24660791196299
2011-06-14,1.259270747020776
2011-06-15,1.2435266362639756
2011-06-16,1.2470209846554436
2011-06-17,1.2504924705543312
2011-06-20,1.259379374799847
2011-06-21,1.265722466379964
2011-06-22,1.2590234342626752
2011-06-23,1.253775140209745
2011-06-24,1.2435444121907702
2011-06-27,1.2496514946331647
2011-06-28,1.2613159440315753
2011-06-29,1.2711239497466107
2011-06-30,1.2774996562699192
2011-07-01,1.2945703233142345
2011-07-05,1.3044737733817053
2011-07-06,1.3098666218906307
2011-07-07,1.3175264389507217
2011-07-08,1.3089666527936834
2011-07-11,1.2970667877882298
2011-07-12,1.2969832776257912
2011-07-13,1.301155544846616
2011-07-14,1.293323506952627
2011-07-15,1.3107627213941686
2011-07-18,1.3002252024315533
2011-07-19,1.3136208799040887
2011-07-20,1.313461929451758
2011-07-21,1.322553925755205
2011-07-22,1.3257125747175105
2011-07-25,1.319337419824327
2011-07-26,1.3149239149440801
2011-07-27,1.2974221455860238
2011-07-28,1.2883608697926487
2011-07-29,1.2813847914606182
2011-08-01,1.2772739549077123
2011-08-02,1.2578273010643883
2011-08-03,1.2670909685869016
2011-08-04,1.226374943729314
2011-08-05,1.2341287414112054
2011-08-08,1.177271590343585
2011-08-09,1.215504228049541
2011-08-10,1.1733921566588406
2011-08-11,1.2194644946340112
2011-08-12,1.2240685656682908
2011-08-15,1.2444817963497203
2011-08-16,1.2350292424373142
2011-08-17,1.2382950644727395
2011-08-18,1.200640858451678
2011-08-19,1.1889154812675797
2011-08-22,1.1922302755698493
2011-08-23,1.2275805331076677
2011-08-24,1.240065298708725
2011-08-25,1.2226568067581527
2011-08-26,1.235456560538878
2011-08-29,1.2605423836398382
2011-08-30,1.2695026828023512
2011-08-31,1.2703760196086993
2011-09-01,1.2606742159180815
2011-09-02,1.2372750529717045
2011-09-06,1.233689371932056
2011-09-07,1.252903635595206
2011-09-08,1.2454270313724818
2011-09-09,1.218241978382929
2011-09-12,1.2256617746610243
2011-09-13,1.2320812701578987
2011-09-14,1.2448185272567032
2011-09-15,1.2487468609742678
2011-09-16,1.2535262790751893
2011-09-19,1.2429320538461255
2011-09-20,1.2411090483165013
2011-09-21,1.2174390472703827
2011-09-22,1.1915135730082338
2011-09-23,1.1986344759645364
2011-09-26,1.2198084489781966
2011-09-27,1.2271190611153997
2011-09-28,1.2118483003378067
2011-09-29,1.2124951010761205
2011-09-30,1.1948553035518557
2011-10-03,1.176424594453525
2011-10-04,1.1864923180473677
2011-10-05,1.194475314330086
2011-10-06,1.2040189874114844
2011-10-07,1.2128569417865516
2011-10-10,1.235499810647624
2011-10-11,1.2287284732321044
2011-10-12,1.2346060090567188
2011-10-13,1.2373838453240675
2011-10-14,1.2459894796646844
2011-10-17,1.2352526213891672
2011-10-18,1.245096492422332
2011-10-19,1.2442958259637598
2011-10-20,1.2461545301182355
2011-10-21,1.2621969670532849
2011-10-24,1.260976005123983
2011-10-25,1.2462424792990883
2011-10-26,1.2563380968675684
2011-10-27,1.2776626344218667
2011-10-28,1.2736203927203447
2011-10-31,1.2570497149754818
2011-11-01,1.2366074911879108
2011-11-02,1.245051696100511
2011-11-03,1.264951187072933
2011-11-04,1.2566250415046243
2011-11-07,1.2638686320943315
2011-11-08,1.276129797145463
2011-11-09,1.2460389693811222
2011-11-10,1.2575813003983185
2011-11-11,1.2746958712026413
2011-11-14,1.2649298402932156
2011-11-15,1.2687711892242093
2011-11-16,1.2575471897935115
2011-11-17,1.2485452829284602
2011-11-18,1.2514410831756775
2011-11-21,1.233394801522859
2011-11-22,1.2303317110610221
2011-11-23,1.2122913175505208
2011-11-25,1.212856357009934
2011-11-28,1.2358343299388694
2011-11-29,1.246984140531216
2011-11-30,1.2839402515650422
2011-12-01,1.2811566512050572
2011-12-02,1.2774891788240894
2011-12-05,1.2833732865467937
2011-12-06,1.2907415036968324
2011-12-07,1.2981372518790453
2011-12-08,1.283235941330625
2011-12-09,1.2961645182181238
2011-12-12,1.2838916998523615
2011-12-13,1.2817813423205369
2011-12-14,1.2775453886766033
2011-12-15,1.2915870170974704
2011-12-16,1.291155653828359
2011-12-19,1.285028760085274
2011-12-20,1.3104422694477236
2011-12-21,1.3186004917819818
2011-12-22,1.321358471579777
2011-12-23,1.333805080791298
2011-12-27,1.3370610222838586
2011-12-28,1.3281273870756571
2011-12-29,1.338701690242663
2011-12-30,1.3332446396390412
2012-01-04,1.3279194239208936
2012-01-05,1.3264738582554034
2012-01-06,1.3191532656899154
2012-01-09,1.31727709696959
2012-01-10,1.3249210499190178
2012-01-11,1.3251096288274116
2012-01-12,1.3285090484089102
2012-01-13,1.327516839972461
2012-01-17,1.3313150531356468
2012-01-18,1.3369388496909027
2012-01-19,1.335303484906665
2012-01-20,1.337551051477183
2012-01-23,1.3318770395623019
2012-01-24,1.3264750473789677
2012-01-25,1.3366950792282475
2012-01-26,1.332441003796443
2012-01-27,1.324954554192962
2012-01-30,1.3236107116827047
2012-01-31,1.3282265437184877
2012-02-01,1.337641570788713
2012-02-02,1.3372274419674446
2012-02-03,1.345196404407343
2012-02-06,1.3444025340665953
2012-02-07,1.347436013204704
2012-02-08,1.3481300888578702
2012-02-09,1.3477736522942794
2012-02-10,1.3443434117312216
2012-02-13,1.3487957785141023
2012-02-14,1.3499107159129295
2012-02-15,1.3432432959419924
2012-02-16,1.3505138549855433
2012-02-17,1.3523089244925406
2012-02-21,1.3469145760121024
2012-02-22,1.3443232136767322
2012-02-23,1.3502570814202832
2012-02-24,1.3551139723772427
2012-02-27,1.3541600754106302
2012-02-28,1.3577202266025126
2012-02-29,1.3573131251949564
2012-03-01,1.358624688422175
2012-03-02,1.3607589601763945
2012-03-05,1.3660226094372474
2012-03-06,1.3566025141373148
2012-03-07,1.3589538242254187
2012-03-08,1.3662092084800346
2012-03-09,1.3703301348325023
2012-03-12,1.37565225340183
2012-03-13,1.3840388720536303
2012-03-14,1.3828147437444451
2012-03-15,1.385086699080652
2012-03-16,1.380936946975807
2012-03-19,1.38235576151563
2012-03-20,1.3800468721223424
2012-03-21,1.379155609685255
2012-03-22,1.3773337992993053
2012-03-23,1.3770856977933512
2012-03-26,1.390238727294536
2012-03-27,1.3887306140920355
2012-03-28,1.3830004828809765
2012-03-29,1.3806924246141126
2012-03-30,1.390598222290157
2012-04-03,1.3838564439581242
2012-04-04,1.3702628932555414
2012-04-05,1.3737510335540246
2012-04-09,1.361225061575144
2012-04-10,1.3428033374041966
2012-04-11,1.3510848814429561
2012-04-12,1.361903588730314
2012-04-13,1.3535723892689207
2012-04-16,1.3526524875365435
2012-04-17,1.368417836212001
2012-04-18,1.3655599456894532
2012-04-19,1.3600158712518688
2012-04-20,1.3641656921727976
2012-04-23,1.3483732793972558
2012-04-24,1.3476054454759596
2012-04-25,1.3616151337168387
2012-04-26,1.3721581360597435
2012-04-27,1.3843836767681914
2012-04-30,1.3816540127412416
2012-05-01,1.3833576554619493
2012-05-02,1.3851604240966122
2012-05-03,1.3741070988595063
2012-05-04,1.3546223231781713
2012-05-07,1.3567316853592108
2012-05-08,1.3525430515327255
2012-05-09,1.3467653122803922
2012-05-10,1.344868064671931
2012-05-11,1.3445313949259945
2012-05-14,1.3381085449588348
2012-05-15,1.3374172331665228
2012-05-16,1.334717246240832
2012-05-17,1.31846384678854
2012-05-18,1.3117002742436656
2012-05-21,1.3268727969934506
2012-05-22,1.3287660095712366
2012-05-23,1.329046749563531
2012-05-24,1.3322840186540041
2012-05-25,1.3305913263127989
2012-05-29,1.3421445475798603
2012-05-30,1.3301012888648447
2012-05-31,1.326809190663864
2012-06-01,1.2995898321737847
2012-06-04,1.3082108438991071
2012-06-05,1.3116344738444283
2012-06-06,1.3367221071979234
2012-06-07,1.335374336674907
2012-06-08,1.3470999287728103
2012-06-11,1.3352513116613764
2012-06-12,1.3474438754523759
2012-06-13,1.3417372208170966
2012-06-14,1.3547150055864894
2012-06-15,1.363003594140952
2012-06-18,1.3694203002320915
2012-06-19,1.3761439786746457
2012-06-20,1.3731822340917754
2012-06-21,1.349575497375309
2012-06-22,1.360540540817531
2012-06-25,1.3437774891130758
2012-06-26,1.350620685965922
2012-06-27,1.3599424991601725
2012-06-28,1.3569168051849099
2012-06-29,1.3856388478280242
2012-07-03,1.3827295061431326
2012-07-05,1.3820010614294336
2012-07-06,1.3758366956401844
2012-07-09,1.3804228527720837
2012-07-10,1.378490239967233
2012-07-11,1.377272104105401
2012-07-12,1.3794625611527345
2012-07-13,1.3955394344148921
2012-07-16,1.3949361795426067
2012-07-17,1.4056308331608178
2012-07-18,1.4096783724014892
2012-07-19,1.4067710313766202
2012-07-20,1.4060681725261726
2012-07-23,1.397385860079643
2012-07-24,1.3868283673697253
2012-07-25,1.387809578612868
2012-07-26,1.4098514031693277
2012-07-27,1.4306459637401008
2012-07-30,1.4304499215606459
2012-07-31,1.4260448624477673
2012-08-01,1.4225609516869777
2012-08-02,1.4080180742813981
2012-08-03,1.4253349390609051
2012-08-06,1.4228869538743432
2012-08-07,1.4159006101100633
2012-08-08,1.4173127059884825
2012-08-09,1.4132143545061702
2012-08-10,1.4163688821422322
2012-08-13,1.418172636371409
2012-08-14,1.422633384724727
2012-08-15,1.4218727541453444
2012-08-16,1.4236175941685043
2012-08-17,1.4206287753173168
2012-08-20,1.419048477888521
2012-08-21,1.4092893449484871
2012-08-22,1.4111261653178564
2012-08-23,1.4058885080244663
2012-08-24,1.4186061261330314
2012-08-27,1.418830991434749
2012-08-28,1.419141262118071
2012-08-29,1.422916916027579
2012-08-30,1.4176537162518443
2012-08-31,1.418507542976124
2012-09-04,1.4231800445650973
2012-09-05,1.4229257982476797
2012-09-06,1.4429922684615504
2012-09-07,1.437852345594189
2012-09-10,1.4348542763395653
2012-09-11,1.4310396179450595
2012-09-12,1.4289464951238853
2012-09-13,1.4502903245502183
2012-09-14,1.4366111348254036
2012-09-17,1.439191852315888
2012-09-18,1.4427430197386806
2012-09-19,1.4479944082749536
2012-09-20,1.456617646018252
2012-09-21,1.4622855385224904
2012-09-24,1.47020157294252
2012-09-25,1.4672900047213764
2012-09-26,1.4669551974082293
2012-09-27,1.4685117454800454
2012-09-28,1.4651476578419682
2012-10-02,1.4671349766042951
2012-10-03,1.475229132641924
2012-10-04,1.4856793730509468
2012-10-05,1.491467662731393
2012-10-08,1.4813239082695677
2012-10-09,1.4647316885521136
2012-10-10,1.4571115926098863
2012-10-11,1.4480664887980197
2012-10-12,1.4451338582637672
2012-10-15,1.4586737121170579
2012-10-16,1.4666858256098787
2012-10-17,1.4733117938873757
2012-10-18,1.4612032154158248
2012-10-19,1.4387436501683664
2012-10-22,1.4375853218851236
2012-10-23,1.4250269634426094
2012-10-24,1.4276608268757085
2012-10-25,1.4257502099173942
2012-10-26,1.4215560811145396
2012-10-31,1.4212288157627189
2012-11-01,1.4289442693814671
2012-11-02,1.4255068950591165
2012-11-05,1.4269176788037194
2012-11-06,1.4340216265692176
2012-11-07,1.405203262116467
2012-11-08,1.385744805362509
2012-11-09,1.3915914235608917
2012-11-12,1.3931157537553698
2012-11-13,1.3922485559978284
2012-11-14,1.373829400880528
2012-11-15,1.3705533266861119
2012-11-16,1.3747457273205355
2012-11-19,1.4022821651168624
2012-11-20,1.4066088462451014
2012-11-21,1.408836540532106
2012-11-23,1.4241219717021147
2012-11-26,1.4193305478508844
2012-11-27,1.4154876357702486
2012-11-28,1.43377860906669
2012-11-29,1.4396926079496042
2012-11-30,1.4489923036433474
2012-12-03,1.443317420824635
2012-12-04,1.4340900061818818
2012-12-05,1.4336924269949889
2012-12-06,1.4372554612104502
2012-12-07,1.438544394895243
2012-12-10,1.4345647264978376
2012-12-11,1.441933893800793
2012-12-12,1.4418842712447337
2012-12-13,1.4356851633843648
2012-12-14,1.4299484407987404
2012-12-17,1.4464218085958551
2012-12-18,1.4570265397353643
2012-12-19,1.441992447452328
2012-12-20,1.4447245034732623
2012-12-21,1.4329789903634649
2012-12-24,1.429287020262302
2012-12-26,1.421283910034861
2012-12-27,1.4191265478645154
2012-12-28,1.4053854703402116
2012-12-31,1.4262031770810175
2013-01-02,1.4581073540074276
2013-01-03,1.4583002137611214
2013-01-04,1.4695684578666006
2013-01-07,1.466452136155642
2013-01-08,1.4617907267649863
2013-01-09,1.4741648272894987
2013-01-10,1.48529417118534
2013-01-11,1.482088365648023
2013-01-14,1.4844457573864351
2013-01-15,1.4897495998748866
2013-01-16,1.4859228330975234
2013-01-17,1.4990115075913024
2013-01-18,1.4964209208315764
2013-01-22,1.5005066721311833
2013-01-23,1.5033361374727943
2013-01-24,1.5140159499731314
2013-01-25,1.5158120026646285
2013-01-28,1.5129140409940915
2013-01-29,1.517980986612772
2013-01-30,1.5150591677084393
2013-01-31,1.5094969991615417
2013-02-01,1.5204426618457538
2013-02-04,1.506047810642376
2013-02-05,1.5218066211195267
2013-02-06,1.5269364215763788
2013-02-07,1.523978322471265
2013-02-08,1.5250635242366335
2013-02-11,1.5216749977118151
2013-02-12,1.5189269101453449
2013-02-13,1.5174807834449606
2013-02-14,1.5183414444484327
2013-02-15,1.517737617733652
2013-02-19,1.5315885655514785
2013-02-20,1.5212779791879916
2013-02-21,1.5114073615462376
2013-02-22,1.5200180907502199
2013-02-25,1.4977259426178404
2013-02-26,1.5093776519372804
2013-02-27,1.5249991049979215
2013-02-28,1.5212270970724076
2013-03-01,1.5281964751214476
2013-03-04,1.5458429007518362
2013-03-05,1.560875617026797
2013-03-06,1.5611368035581072
2013-03-07,1.5661129865270043
2013-03-08,1.5691892591912189
2013-03-11,1.5765230222781654
2013-03-12,1.5711209623906497
2013-03-13,1.574868150601722
2013-03-14,1.5734428003564973
2013-03-15,1.5639415919163338
2013-03-18,1.555643384823185
2013-03-19,1.5520763998516356
2013-03-20,1.5678076250905881
2013-03-21,1.5581976578100747
2013-03-22,1.57519059288964
2013-03-25,1.5768511634858495
2013-03-26,1.5935541684802843
2013-03-27,1.597457047181281
2013-03-28,1.6020041458775878
2013-04-02,1.6089022005962632
2013-04-03,1.595103861652226
2013-04-04,1.6023008162157029
2013-04-05,1.5960490202249213
2013-04-08,1.6066306711466813
2013-04-09,1.6097700060921767
2013-04-10,1.6227989363162576
2013-04-11,1.6318877087477424
2013-04-12,1.6357137783129794
2013-04-15,1.6146243542632353
2013-04-16,1.6334721801283296
2013-04-17,1.6185903843216851
2013-04-18,1.615441296772602
2013-04-19,1.6392090425909163
2013-04-22,1.648853999870238
2013-04-23,1.6817651710330077
2013-04-24,1.6679671168251378
2013-04-25,1.6745838193043379
2013-04-26,1.673495424737354
2013-04-29,1.676410122908354
2013-04-30,1.677854531491749
2013-05-01,1.6699657117035036
2013-05-02,1.680856804953398
2013-05-03,1.6911066602940452
2013-05-06,1.6788319980379343
2013-05-07,1.685702386827103
2013-05-08,1.6839382109055905
2013-05-09,1.6791388261532016
2013-05-10,1.686803107142945
2013-05-13,1.6912383427882518
2013-05-14,1.7050281260049205
2013-05-15,1.7238155092608063
2013-05-16,1.7085356105244744
2013-05-17,1.7204888370239224
2013-05-20,1.7114219575149217
2013-05-21,1.715978599519709
2013-05-22,1.698789568398346
2013-05-23,1.690752435029505
2013-05-24,1.691490704541096
2013-05-28,1.6882086486716605
2013-05-29,1.6675296345593498
2013-05-30,1.670374438418481
2013-05-31,1.652841863175356
2013-06-03,1.6629094512075644
2013-06-04,1.6617849372733873
2013-06-05,1.6415025176343798
2013-06-06,1.6558238095257387
2013-06-07,1.671367617174595
2013-06-10,1.6703630778785041
2013-06-11,1.6566196562255036
2013-06-12,1.6403518995616098
2013-06-13,1.662419607010045
2013-06-14,1.6588782977284673
2013-06-17,1.6757876551800444
2013-06-18,1.6876894935914522
2013-06-19,1.6573712350215308
2013-06-20,1.6135377640686084
2013-06-21,1.6242951243553811
2013-06-24,1.6116639556623453
2013-06-25,1.625539382800464
2013-06-26,1.643586005608673
2013-06-27,1.651540911875615
2013-06-28,1.6454545469926
2013-07-02,1.6373354021445041
2013-07-03,1.6382274720924022
2013-07-05,1.6581454327108518
2013-07-08,1.6669477062632367
2013-07-09,1.6656312021968434
2013-07-10,1.6694041752190723
2013-07-11,1.6914540573251804
2013-07-12,1.6970766448966312
2013-07-15,1.6972439020319754
2013-07-16,1.6853107573429429
2013-07-17,1.6865499567453355
2013-07-18,1.6913336070402272
2013-07-19,1.6728681443977758
2013-07-22,1.6817347467952195
2013-07-23,1.6786029082747473
2013-07-24,1.6734240709400514
2013-07-25,1.6686262777540155
2013-07-26,1.670129292784293
2013-07-29,1.6678825516687221
2013-07-30,1.665019956679993
2013-07-31,1.6630792486694848
2013-08-01,1.6900329967659196
2013-08-02,1.6922123304022487
2013-08-05,1.6892111097178164
2013-08-06,1.6784225161883846
2013-08-07,1.671399223162432
2013-08-08,1.6814757549138657
2013-08-09,1.6774094005224918
2013-08-12,1.6729942190224636
2013-08-13,1.6709744333716372
2013-08-14,1.6609134893816864
2013-08-15,1.6387329728595832
2013-08-16,1.6347822555195362
2013-08-19,1.6327047052260675
2013-08-20,1.63712118792844
2013-08-21,1.6328424921180313
2013-08-22,1.642626885096201
2013-08-23,1.6555650478879944
2013-08-26,1.6519717126751456
2013-08-27,1.6265434960243252
2013-08-28,1.6276108224836316
2013-08-29,1.6355423437789565
2013-08-30,1.6320090097538054
2013-09-03,1.6367730074875089
2013-09-04,1.650144684706354
2013-09-05,1.6521469963577362
2013-09-06,1.6482042335852947
2013-09-09,1.6621697245027904
2013-09-10,1.6808123096516034
2013-09-11,1.6906552061412161
2013-09-12,1.6858750411091201
2013-09-13,1.6867959024196668
2013-09-16,1.6953110290036344
2013-09-17,1.701377577139981
2013-09-18,1.7266888412473245
2013-09-19,1.7210877116832226
2013-09-20,1.7182951547347038
2013-09-23,1.7072222359822042
2013-09-24,1.7033495967634327
2013-09-25,1.7006568101075554
2013-09-26,1.7089298969884916
2013-09-27,1.7087690423348274
2013-09-30,1.703072109475982
2013-10-01,1.709464263443836
2013-10-02,1.7078733296163437
2013-10-03,1.692569628801957
2013-10-04,1.7024963999000502
2013-10-07,1.6975838449236895
2013-10-08,1.6790942751095117
2013-10-09,1.6763462651400347
2013-10-10,1.7036143737622216
2013-10-11,1.711160059172222
2013-10-14,1.722052309895203
2013-10-15,1.7124905870505236
